catalog_number|catalog_plate|year_nasa|month|day|hour|minute|second|latitude|longitude|eclipse_type|magnitude_eclipse|lunation_number|saros_number|delta_Ts|QLE|gamma|sun_altitude|sun_azimuth|duration_central|path_width|year_BC|upper|lower|my_50|intensity_category|page|gif
7737|387|1248|6|22|7|9|36|-65.2|-125.9|Pb|0.0223|-9295|134|600|t-|-1.5159|0|20|||Jun 22, 1248 AD|1201|1300|1200|0.4999 to 0.0000|https://eclipse.gsfc.nasa.gov/SEcat5/SE1201-1300.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1201-1300/1248-06-22.gif
7738|387|1248|11|17|12|2|16|-84.4|107.9|A|0.9385|-9290|101|599|-p|-0.9210|22|73|4.167|599|Nov 17, 1248 AD|1201|1300|1200|0.9999 to 0.9000|https://eclipse.gsfc.nasa.gov/SEcat5/SE1201-1300.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1201-1300/1248-11-17.gif
7739|387|1249|5|14|2|41|14|34.7|139.0|T|1.0204|-9284|106|598|-n|0.2482|75|173|1.933|72|May 14, 1249 AD|1201|1300|1200| &gt;= 1|https://eclipse.gsfc.nasa.gov/SEcat5/SE1201-1300.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1201-1300/1249-05-14.gif
7740|387|1249|11|6|7|41|11|-28.7|61.6|H|1.0041|-9278|111|597|nn|-0.1817|79|10|0.4|14|Nov 06, 1249 AD|1201|1300|1200| &gt;= 1|https://eclipse.gsfc.nasa.gov/SEcat5/SE1201-1300.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1201-1300/1249-11-06.gif
7741|388|1250|5|3|10|13|11|-14.6|33.6|A|0.9639|-9272|116|595|p-|-0.5397|57|350|4.533|155|May 03, 1250 AD|1201|1300|1200|0.9999 to 0.9000|https://eclipse.gsfc.nasa.gov/SEcat5/SE1201-1300.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1201-1300/1250-05-03.gif
7742|388|1250|10|26|9|37|26|14.9|-139.2|T|1.0458|-9266|121|594|p-|0.5085|59|193|4.267|177|Oct 26, 1250 AD|1201|1300|1200| &gt;= 1|https://eclipse.gsfc.nasa.gov/SEcat5/SE1201-1300.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1201-1300/1250-10-26.gif
7743|388|1251|4|22|11|26|32|-70.5|53.1|P|0.4423|-9260|126|593|t-|-1.3041|0|319|||Apr 22, 1251 AD|1201|1300|1250|0.4999 to 0.0000|https://eclipse.gsfc.nasa.gov/SEcat5/SE1201-1300.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1201-1300/1251-04-22.gif
7744|388|1251|9|17|3|45|52|-72|33.1|P|0.1351|-9255|93|592|-t|-1.4660|0|91|||Sep 17, 1251 AD|1201|1300|1250|0.4999 to 0.0000|https://eclipse.gsfc.nasa.gov/SEcat5/SE1201-1300.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1201-1300/1251-09-17.gif
7745|388|1251|10|16|1|39|20|71.0|27.4|P|0.6578|-9254|131|592|t-|1.1863|0|232|||Oct 16, 1251 AD|1201|1300|1250|0.6999 to 0.5000|https://eclipse.gsfc.nasa.gov/SEcat5/SE1201-1300.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1201-1300/1251-10-16.gif
7746|388|1252|3|11|11|8|36|52.2|172.8|A|0.9745|-9249|98|591|-p|0.8306|34|150|2.15|163|Mar 11, 1252 AD|1201|1300|1250|0.9999 to 0.9000|https://eclipse.gsfc.nasa.gov/SEcat5/SE1201-1300.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1201-1300/1252-03-11.gif
7747|388|1252|9|5|2|32|18|-46.2|-57|A|0.9757|-9243|103|590|-p|-0.7982|37|26|2.183|143|Sep 05, 1252 AD|1201|1300|1250|0.9999 to 0.9000|https://eclipse.gsfc.nasa.gov/SEcat5/SE1201-1300.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1201-1300/1252-09-05.gif
7748|388|1253|3|1|10|2|56|-0.8|33.4|T|1.0336|-9237|108|589|nn|0.0710|86|163|3.25|113|Mar 01, 1253 AD|1201|1300|1250| &gt;= 1|https://eclipse.gsfc.nasa.gov/SEcat5/SE1201-1300.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1201-1300/1253-03-01.gif
7749|388|1253|8|25|6|11|53|4.4|-91.8|A|0.9440|-9231|113|588|nn|-0.0671|86|16|7.267|207|Aug 25, 1253 AD|1201|1300|1250|0.9999 to 0.9000|https://eclipse.gsfc.nasa.gov/SEcat5/SE1201-1300.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1201-1300/1253-08-25.gif
7750|388|1254|2|19|1|36|18|-45.4|176.3|T|1.0534|-9225|118|586|p-|-0.6227|51|337|3.983|225|Feb 19, 1254 AD|1201|1300|1250| &gt;= 1|https://eclipse.gsfc.nasa.gov/SEcat5/SE1201-1300.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1201-1300/1254-02-19.gif
7751|388|1254|8|14|6|19|43|52.6|-75.8|A|0.9433|-9219|123|585|p-|0.6726|47|204|5.383|282|Aug 14, 1254 AD|1201|1300|1250|0.9999 to 0.9000|https://eclipse.gsfc.nasa.gov/SEcat5/SE1201-1300.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1201-1300/1254-08-14.gif
7752|388|1255|1|10|5|25|56|68.5|88.1|P|0.2376|-9214|90|584|-t|1.4160|0|165|||Jan 10, 1255 AD|1201|1300|1250|0.4999 to 0.0000|https://eclipse.gsfc.nasa.gov/SEcat5/SE1201-1300.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1201-1300/1255-01-10.gif
7753|388|1255|2|8|5|15|43|-70.8|57.0|P|0.3991|-9213|128|584|t-|-1.3244|0|229|||Feb 08, 1255 AD|1201|1300|1250|0.4999 to 0.0000|https://eclipse.gsfc.nasa.gov/SEcat5/SE1201-1300.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1201-1300/1255-02-08.gif
7754|388|1255|7|5|11|47|2|-67.7|-0.8|P|0.4503|-9208|95|583|-t|-1.2971|0|7|||Jul 05, 1255 AD|1201|1300|1250|0.4999 to 0.0000|https://eclipse.gsfc.nasa.gov/SEcat5/SE1201-1300.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1201-1300/1255-07-05.gif
7755|388|1255|8|3|10|23|39|70.2|-11.5|P|0.2996|-9207|133|583|t-|1.3823|0|323|||Aug 03, 1255 AD|1201|1300|1250|0.4999 to 0.0000|https://eclipse.gsfc.nasa.gov/SEcat5/SE1201-1300.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1201-1300/1255-08-03.gif
7756|388|1255|12|30|12|39|9|28.9|-6.5|A|0.9385|-9202|100|582|-p|0.7798|39|179|7.383|365|Dec 30, 1255 AD|1201|1300|1250|0.9999 to 0.9000|https://eclipse.gsfc.nasa.gov/SEcat5/SE1201-1300.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1201-1300/1255-12-30.gif
7757|388|1256|6|24|2|17|22|-7|149.4|T|1.0698|-9196|105|581|-p|-0.5023|60|359|6.7|263|Jun 24, 1256 AD|1201|1300|1250| &gt;= 1|https://eclipse.gsfc.nasa.gov/SEcat5/SE1201-1300.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1201-1300/1256-06-24.gif
7758|388|1256|12|18|1|4|38|-17.5|-12.7|A|0.9172|-9190|110|580|nn|0.1055|84|184|11.65|317|Dec 18, 1256 AD|1201|1300|1250|0.9999 to 0.9000|https://eclipse.gsfc.nasa.gov/SEcat5/SE1201-1300.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1201-1300/1256-12-18.gif
7759|388|1257|6|13|7|33|21|37.6|-112.8|T|1.0765|-9184|115|579|n-|0.2409|76|173|6.183|255|Jun 13, 1257 AD|1201|1300|1250| &gt;= 1|https://eclipse.gsfc.nasa.gov/SEcat5/SE1201-1300.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1201-1300/1257-06-13.gif
7760|388|1257|12|7|12|44|36|-57.9|-18.9|A|0.9332|-9178|120|577|p-|-0.5725|55|15|6.15|305|Dec 07, 1257 AD|1201|1300|1250|0.9999 to 0.9000|https://eclipse.gsfc.nasa.gov/SEcat5/SE1201-1300.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1201-1300/1257-12-07.gif
7761|389|1258|6|3|10|54|19|64.9|-137.1|P|0.9628|-9172|125|576|t-|1.0220|0|22|||Jun 03, 1258 AD|1201|1300|1250|0.9999 to 0.9000|https://eclipse.gsfc.nasa.gov/SEcat5/SE1201-1300.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1201-1300/1258-06-03.gif
7762|389|1258|11|26|6|31|26|-64.2|114.3|P|0.5826|-9166|130|575|t-|-1.2239|0|151|||Nov 26, 1258 AD|1201|1300|1250|0.6999 to 0.5000|https://eclipse.gsfc.nasa.gov/SEcat5/SE1201-1300.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1201-1300/1258-11-26.gif
7763|389|1259|4|24|6|28|48|-46.9|117.9|A|0.9445|-9161|97|574|-t|-0.9304|21|325|5.25|548|Apr 24, 1259 AD|1201|1300|1250|0.9999 to 0.9000|https://eclipse.gsfc.nasa.gov/SEcat5/SE1201-1300.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1201-1300/1259-04-24.gif
7764|389|1259|10|17|9|0|30|38.4|-108.8|T|1.0464|-9155|102|573|-p|0.8334|33|213|3.5|274|Oct 17, 1259 AD|1201|1300|1250| &gt;= 1|https://eclipse.gsfc.nasa.gov/SEcat5/SE1201-1300.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1201-1300/1259-10-17.gif
7765|389|1260|4|12|6|51|59|1.5|83.9|A|0.9426|-9149|107|572|nn|-0.1907|79|334|6.8|216|Apr 12, 1260 AD|1201|1300|1250|0.9999 to 0.9000|https://eclipse.gsfc.nasa.gov/SEcat5/SE1201-1300.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1201-1300/1260-04-12.gif
7766|389|1260|10|6|12|50|25|-0.4|-9.6|T|1.0390|-9143|112|571|-n|0.1527|81|208|3.417|132|Oct 06, 1260 AD|1201|1300|1250| &gt;= 1|https://eclipse.gsfc.nasa.gov/SEcat5/SE1201-1300.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1201-1300/1260-10-06.gif
7767|389|1261|4|1|9|30|56|36.6|21.0|A|0.9724|-9137|117|570|p-|0.5560|56|145|2.517|117|Apr 01, 1261 AD|1201|1300|1250|0.9999 to 0.9000|https://eclipse.gsfc.nasa.gov/SEcat5/SE1201-1300.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1201-1300/1261-04-01.gif
7768|389|1261|9|26|12|48|31|-35|147.3|A|0.9863|-9131|122|569|p-|-0.5878|54|36|1.2|59|Sep 26, 1261 AD|1201|1300|1250|0.9999 to 0.9000|https://eclipse.gsfc.nasa.gov/SEcat5/SE1201-1300.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1201-1300/1261-09-26.gif
7769|389|1262|2|20|9|9|20|-61.4|153.7|P|0.2595|-9126|89|568|-t|-1.3986|0|253|||Feb 20, 1262 AD|1201|1300|1250|0.4999 to 0.0000|https://eclipse.gsfc.nasa.gov/SEcat5/SE1201-1300.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1201-1300/1262-02-20.gif
7770|389|1262|3|21|7|8|33|61.0|160.7|P|0.5339|-9125|127|567|t-|1.2522|0|83|||Mar 21, 1262 AD|1201|1300|1250|0.6999 to 0.5000|https://eclipse.gsfc.nasa.gov/SEcat5/SE1201-1300.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1201-1300/1262-03-21.gif
7771|389|1262|8|16|1|39|0|61.5|89.8|Pe|0.0254|-9120|94|567|-t|1.5501|0|295|||Aug 16, 1262 AD|1201|1300|1250|0.4999 to 0.0000|https://eclipse.gsfc.nasa.gov/SEcat5/SE1201-1300.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1201-1300/1262-08-16.gif
7772|389|1262|9|15|5|45|7|-60.9|4.9|P|0.3436|-9119|132|566|t-|-1.3624|0|89|||Sep 15, 1262 AD|1201|1300|1250|0.4999 to 0.0000|https://eclipse.gsfc.nasa.gov/SEcat5/SE1201-1300.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1201-1300/1262-09-15.gif
7773|389|1263|2|10|1|8|9|-50.7|-161.5|T|1.0480|-9114|99|565|-p|-0.7093|45|318|3.217|224|Feb 10, 1263 AD|1201|1300|1250| &gt;= 1|https://eclipse.gsfc.nasa.gov/SEcat5/SE1201-1300.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1201-1300/1263-02-10.gif
7774|389|1263|8|5|2|14|43|60.0|10.2|A|0.9515|-9108|104|564|-p|0.8030|36|231|3.817|295|Aug 05, 1263 AD|1201|1300|1250|0.9999 to 0.9000|https://eclipse.gsfc.nasa.gov/SEcat5/SE1201-1300.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1201-1300/1263-08-05.gif
7775|389|1264|1|30|3|52|26|-17.1|-51.2|H|1.0159|-9102|109|563|nn|-0.0276|88|338|1.483|55|Jan 30, 1264 AD|1201|1300|1250| &gt;= 1|https://eclipse.gsfc.nasa.gov/SEcat5/SE1201-1300.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1201-1300/1264-01-30.gif
7776|389|1264|7|24|8|22|44|18.8|-121.9|H|1.0093|-9096|114|562|nn|0.0104|89|198|0.933|32|Jul 24, 1264 AD|1201|1300|1250| &gt;= 1|https://eclipse.gsfc.nasa.gov/SEcat5/SE1201-1300.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1201-1300/1264-07-24.gif
7777|389|1265|1|19|12|57|35|23.9|156.0|A|0.9538|-9090|119|561|p-|0.7068|45|159|5.133|234|Jan 19, 1265 AD|1201|1300|1250|0.9999 to 0.9000|https://eclipse.gsfc.nasa.gov/SEcat5/SE1201-1300.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1201-1300/1265-01-19.gif
7778|389|1265|7|14|9|37|31|-25.3|25.1|T|1.0568|-9084|124|560|p-|-0.7388|42|18|4.983|275|Jul 14, 1265 AD|1201|1300|1250| &gt;= 1|https://eclipse.gsfc.nasa.gov/SEcat5/SE1201-1300.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1201-1300/1265-07-14.gif
7779|389|1266|1|8|2|44|29|63.6|105.2|P|0.2350|-9078|129|559|t-|1.4301|0|144|||Jan 08, 1266 AD|1201|1300|1250|0.4999 to 0.0000|https://eclipse.gsfc.nasa.gov/SEcat5/SE1201-1300.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1201-1300/1266-01-08.gif
7780|389|1266|6|4|7|50|32|66.8|60.4|P|0.9156|-9073|96|558|-t|1.0541|0|357|||Jun 04, 1266 AD|1201|1300|1250|0.9999 to 0.9000|https://eclipse.gsfc.nasa.gov/SEcat5/SE1201-1300.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1201-1300/1266-06-04.gif
7781|390|1266|7|4|2|38|30|-64.3|111.8|P|0.1578|-9072|134|558|t-|-1.4464|0|29|||Jul 04, 1266 AD|1201|1300|1250|0.4999 to 0.0000|https://eclipse.gsfc.nasa.gov/SEcat5/SE1201-1300.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1201-1300/1266-07-04.gif
7782|390|1266|11|28|8|16|1|-88.5|-67.7|A|0.9396|-9067|101|557|-p|-0.9262|22|125|4|608|Nov 28, 1266 AD|1201|1300|1250|0.9999 to 0.9000|https://eclipse.gsfc.nasa.gov/SEcat5/SE1201-1300.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1201-1300/1266-11-28.gif
7783|390|1267|5|25|9|49|28|41.2|32.9|T|1.0177|-9061|106|556|-p|0.3243|71|177|1.617|64|May 25, 1267 AD|1201|1300|1250| &gt;= 1|https://eclipse.gsfc.nasa.gov/SEcat5/SE1201-1300.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1201-1300/1267-05-25.gif
7784|390|1267|11|17|4|14|34|-31.8|-65.6|H|1.0052|-9055|111|555|-n|-0.1891|79|6|0.5|18|Nov 17, 1267 AD|1201|1300|1250| &gt;= 1|https://eclipse.gsfc.nasa.gov/SEcat5/SE1201-1300.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1201-1300/1267-11-17.gif
7785|390|1268|5|13|4|56|23|-7.2|-69.9|A|0.9638|-9049|116|553|p-|-0.4622|62|354|4.733|148|May 13, 1268 AD|1201|1300|1250|0.9999 to 0.9000|https://eclipse.gsfc.nasa.gov/SEcat5/SE1201-1300.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1201-1300/1268-05-13.gif
7786|390|1268|11|6|6|18|16|11.2|88.8|T|1.0448|-9043|121|552|p-|0.4959|60|189|4.267|172|Nov 06, 1268 AD|1201|1300|1250| &gt;= 1|https://eclipse.gsfc.nasa.gov/SEcat5/SE1201-1300.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1201-1300/1268-11-06.gif
7787|390|1269|5|2|6|3|15|-69.7|-58.8|P|0.5699|-9037|126|551|t-|-1.2291|0|331|||May 02, 1269 AD|1201|1300|1250|0.6999 to 0.5000|https://eclipse.gsfc.nasa.gov/SEcat5/SE1201-1300.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1201-1300/1269-05-02.gif
7788|390|1269|9|27|11|49|53|-71.8|-102.2|P|0.0680|-9032|93|550|-t|-1.5034|0|105|||Sep 27, 1269 AD|1201|1300|1250|0.4999 to 0.0000|https://eclipse.gsfc.nasa.gov/SEcat5/SE1201-1300.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1201-1300/1269-09-27.gif
7789|390|1269|10|26|10|11|15|70.3|-113.8|P|0.6862|-9031|131|550|t-|1.1708|0|219|||Oct 26, 1269 AD|1201|1300|1250|0.6999 to 0.5000|https://eclipse.gsfc.nasa.gov/SEcat5/SE1201-1300.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1201-1300/1269-10-26.gif
7790|390|1270|3|23|6|43|33|60.0|50.7|A|0.9795|-9026|98|549|-p|0.8726|29|143|1.583|149|Mar 23, 1270 AD|1201|1300|1250|0.9999 to 0.9000|https://eclipse.gsfc.nasa.gov/SEcat5/SE1201-1300.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1201-1300/1270-03-23.gif
7791|390|1270|9|16|10|4|26|-54.3|-177.2|A|0.9686|-9020|103|548|-p|-0.8459|32|31|2.633|211|Sep 16, 1270 AD|1201|1300|1250|0.9999 to 0.9000|https://eclipse.gsfc.nasa.gov/SEcat5/SE1201-1300.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1201-1300/1270-09-16.gif
7792|390|1271|3|12|6|9|34|5.4|-89.9|T|1.0392|-9014|108|547|nn|0.1052|84|162|3.733|132|Mar 12, 1271 AD|1201|1300|1250| &gt;= 1|https://eclipse.gsfc.nasa.gov/SEcat5/SE1201-1300.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1201-1300/1271-03-12.gif
7793|390|1271|9|6|1|12|0|-3|161.0|A|0.9398|-9008|113|546|nn|-0.1263|83|17|7.8|225|Sep 06, 1271 AD|1201|1300|1250|0.9999 to 0.9000|https://eclipse.gsfc.nasa.gov/SEcat5/SE1201-1300.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1201-1300/1271-09-06.gif
7794|390|1272|3|1|9|59|32|-39.2|48.6|T|1.0569|-9002|118|545|p-|-0.5954|53|337|4.4|232|Mar 01, 1272 AD|1201|1300|1250| &gt;= 1|https://eclipse.gsfc.nasa.gov/SEcat5/SE1201-1300.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1201-1300/1272-03-01.gif
7795|390|1272|8|25|1|13|45|43.9|177.3|A|0.9430|-8996|123|544|p-|0.6067|52|203|5.833|264|Aug 25, 1272 AD|1201|1300|1250|0.9999 to 0.9000|https://eclipse.gsfc.nasa.gov/SEcat5/SE1201-1300.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1201-1300/1272-08-25.gif
7796|390|1273|1|20|1|57|10|69.5|-51.8|P|0.2159|-8991|90|543|-t|1.4282|0|153|||Jan 20, 1273 AD|1201|1300|1250|0.4999 to 0.0000|https://eclipse.gsfc.nasa.gov/SEcat5/SE1201-1300.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1201-1300/1273-01-20.gif
7797|390|1273|2|19|1|39|4|-71.4|-82.5|P|0.4321|-8990|128|543|t-|-1.3066|0|242|||Feb 19, 1273 AD|1201|1300|1250|0.4999 to 0.0000|https://eclipse.gsfc.nasa.gov/SEcat5/SE1201-1300.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1201-1300/1273-02-19.gif
7798|390|1273|7|15|6|58|15|-68.7|-120.2|P|0.3257|-8985|95|542|-t|-1.3644|0|18|||Jul 15, 1273 AD|1201|1300|1250|0.4999 to 0.0000|https://eclipse.gsfc.nasa.gov/SEcat5/SE1201-1300.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1201-1300/1273-07-15.gif
7799|390|1273|8|14|5|35|26|71.0|-132.5|P|0.4205|-8984|133|542|t-|1.3146|0|310|||Aug 14, 1273 AD|1201|1300|1250|0.4999 to 0.0000|https://eclipse.gsfc.nasa.gov/SEcat5/SE1201-1300.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1201-1300/1273-08-14.gif
7800|390|1274|1|9|8|51|23|31.3|-132.8|A|0.9372|-8979|100|541|-p|0.7886|38|174|7.433|380|Jan 09, 1274 AD|1201|1300|1250|0.9999 to 0.9000|https://eclipse.gsfc.nasa.gov/SEcat5/SE1201-1300.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1201-1300/1274-01-09.gif
7801|391|1274|7|5|9|44|26|-13|35.5|T|1.0700|-8973|105|540|-p|-0.5742|55|3|6.583|278|Jul 05, 1274 AD|1201|1300|1250| &gt;= 1|https://eclipse.gsfc.nasa.gov/SEcat5/SE1201-1300.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1201-1300/1274-07-05.gif
7802|391|1274|12|29|9|4|54|-16.2|-132.2|A|0.9175|-8967|110|539|nn|0.1138|84|179|11.733|316|Dec 29, 1274 AD|1201|1300|1250|0.9999 to 0.9000|https://eclipse.gsfc.nasa.gov/SEcat5/SE1201-1300.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1201-1300/1274-12-29.gif
7803|391|1275|6|25|2|59|56|33.0|137.5|T|1.0752|-8961|115|538|nn|0.1668|80|178|6.35|247|Jun 25, 1275 AD|1201|1300|1250| &gt;= 1|https://eclipse.gsfc.nasa.gov/SEcat5/SE1201-1300.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1201-1300/1275-06-25.gif
7804|391|1275|12|18|8|56|34|-58|-135.5|A|0.9352|-8955|120|537|p-|-0.5657|55|7|6|294|Dec 18, 1275 AD|1201|1300|1250|0.9999 to 0.9000|https://eclipse.gsfc.nasa.gov/SEcat5/SE1201-1300.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1201-1300/1275-12-18.gif
7805|391|1276|6|13|6|3|40|82.2|135.2|T|1.0202|-8949|125|536|t-|0.9490|18|42|1.117|226|Jun 13, 1276 AD|1201|1300|1250| &gt;= 1|https://eclipse.gsfc.nasa.gov/SEcat5/SE1201-1300.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1201-1300/1276-06-13.gif
7806|391|1276|12|7|3|5|28|-65.2|-24.2|P|0.5960|-8943|130|535|t-|-1.2165|0|161|||Dec 07, 1276 AD|1201|1300|1250|0.6999 to 0.5000|https://eclipse.gsfc.nasa.gov/SEcat5/SE1201-1300.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1201-1300/1276-12-07.gif
7807|391|1277|5|4|1|11|57|-62.6|34.0|A-|0.9528|-8938|97|534|-t|-1.0071|0|312||-|May 04, 1277 AD|1201|1300|1250|0.9999 to 0.9000|https://eclipse.gsfc.nasa.gov/SEcat5/SE1201-1300.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1201-1300/1277-05-04.gif
7808|391|1277|10|28|5|36|4|37.9|119.6|T|1.0438|-8932|102|533|-p|0.8506|31|209|3.383|273|Oct 28, 1277 AD|1201|1300|1250| &gt;= 1|https://eclipse.gsfc.nasa.gov/SEcat5/SE1201-1300.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1201-1300/1277-10-28.gif
7809|391|1278|4|23|1|36|43|1.0|-16.7|A|0.9457|-8926|107|532|nn|-0.2623|75|337|6.617|207|Apr 23, 1278 AD|1201|1300|1250|0.9999 to 0.9000|https://eclipse.gsfc.nasa.gov/SEcat5/SE1201-1300.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1201-1300/1278-04-23.gif
7810|391|1278|10|17|9|13|1|-3|-135.4|T|1.0338|-8920|112|530|-n|0.1762|80|205|3.05|116|Oct 17, 1278 AD|1201|1300|1250| &gt;= 1|https://eclipse.gsfc.nasa.gov/SEcat5/SE1201-1300.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1201-1300/1278-10-17.gif
7811|391|1279|4|12|4|44|5|37.4|-85.3|A|0.9788|-8914|117|529|p-|0.4945|60|147|1.917|86|Apr 12, 1279 AD|1201|1300|1250|0.9999 to 0.9000|https://eclipse.gsfc.nasa.gov/SEcat5/SE1201-1300.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1201-1300/1279-04-12.gif
7812|391|1279|10|7|8|42|21|-37.6|29.1|A|0.9805|-8908|122|528|p-|-0.5573|56|35|1.7|82|Oct 07, 1279 AD|1201|1300|1250|0.9999 to 0.9000|https://eclipse.gsfc.nasa.gov/SEcat5/SE1201-1300.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1201-1300/1279-10-07.gif
7813|391|1280|3|2|5|25|39|-61.1|20.7|P|0.2084|-8903|89|528|-t|-1.4251|0|262|||Mar 02, 1280 AD|1201|1300|1250|0.4999 to 0.0000|https://eclipse.gsfc.nasa.gov/SEcat5/SE1201-1300.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1201-1300/1280-03-02.gif
7814|391|1280|4|1|2|54|21|61.2|35.4|P|0.6298|-8902|127|527|t-|1.2008|0|74|||Apr 01, 1280 AD|1201|1300|1250|0.6999 to 0.5000|https://eclipse.gsfc.nasa.gov/SEcat5/SE1201-1300.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1201-1300/1280-04-01.gif
7815|391|1280|9|25|1|6|53|-61|-114.4|P|0.4131|-8896|132|526|t-|-1.3218|0|98|||Sep 25, 1280 AD|1201|1300|1250|0.4999 to 0.0000|https://eclipse.gsfc.nasa.gov/SEcat5/SE1201-1300.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1201-1300/1280-09-25.gif
7816|391|1281|2|20|9|36|20|-47.8|72.1|T|1.0496|-8891|99|525|-p|-0.7337|43|317|3.367|239|Feb 20, 1281 AD|1201|1300|1250| &gt;= 1|https://eclipse.gsfc.nasa.gov/SEcat5/SE1201-1300.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1201-1300/1281-02-20.gif
7817|391|1281|8|15|9|7|56|59.9|-84.2|A|0.9497|-8885|104|524|-p|0.8702|29|239|3.833|370|Aug 15, 1281 AD|1201|1300|1250|0.9999 to 0.9000|https://eclipse.gsfc.nasa.gov/SEcat5/SE1201-1300.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1201-1300/1281-08-15.gif
