catalog_number|year_nasa|month|day|hour|minute|second|latitude|longitude|eclipse_type|magnitude_umbral|lunation_number|saros_number|delta_Ts|QSE|gamma|magnitude_penumbral|duration_penumbral|duration_parial|duration_total|year_BC|upper|lower|my_50|intensity_category|page|gif
9326|1861|7|21|11|50|38|-19|3|N|-0.8334|-1713|146|8|a-|1.4659|0.1695|1.933|||Jul 21, 1861 AD|1801|1900|1850| &lt; 0 |https://eclipse.gsfc.nasa.gov/LEcat5/LE1801-1900.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1801-1900/LE1861-07-21N.gif
9327|1861|12|17|8|18|43|24|-125|P|0.184|-1708|113|8|-t|0.888|1.2738|5.117|1.683||Dec 17, 1861 AD|1801|1900|1850|0.2499 to 0.0000|https://eclipse.gsfc.nasa.gov/LEcat5/LE1801-1900.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1801-1900/LE1861-12-17P.gif
9328|1862|6|12|6|21|3|-24|-95|T|1.1957|-1702|118|8|-p|-0.3763|2.1387|5.133|3.283|1.033|Jun 12, 1862 AD|1801|1900|1850| &gt;= 1|https://eclipse.gsfc.nasa.gov/LEcat5/LE1801-1900.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1801-1900/LE1862-06-12T.gif
9329|1862|12|6|7|40|21|23|-117|T+|1.4112|-1696|123|7|pp|0.2157|2.5141|6.233|3.817|1.517|Dec 6, 1862 AD|1801|1900|1850| &gt;= 1|https://eclipse.gsfc.nasa.gov/LEcat5/LE1801-1900.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1801-1900/LE1862-12-06T.gif
9330|1863|6|1|11|26|14|-22|8|T|1.2195|-1690|128|7|p-|0.3605|2.1729|5.2|3.317|1.1|Jun 1, 1863 AD|1801|1900|1850| &gt;= 1|https://eclipse.gsfc.nasa.gov/LEcat5/LE1801-1900.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1801-1900/LE1863-06-01T.gif
9331|1863|11|25|8|56|11|20|-137|P|0.9525|-1684|133|7|a-|-0.476|2.017|5.733|3.333||Nov 25, 1863 AD|1801|1900|1850|0.9999 to 0.7500|https://eclipse.gsfc.nasa.gov/LEcat5/LE1801-1900.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1801-1900/LE1863-11-25P.gif
9332|1864|5|21|1|12|2|-19|161|N|-0.2531|-1678|138|6|h-|1.1502|0.748|3.833|||May 21, 1864 AD|1801|1900|1850| &lt; 0 |https://eclipse.gsfc.nasa.gov/LEcat5/LE1801-1900.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1801-1900/LE1864-05-21N.gif
9333|1864|10|15|6|30|47|10|-102|N|-0.9512|-1673|105|6|-a|1.5379|0.0228|0.683|||Oct 15, 1864 AD|1801|1900|1850| &lt; 0 |https://eclipse.gsfc.nasa.gov/LEcat5/LE1801-1900.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1801-1900/LE1864-10-15N.gif
9334|1864|11|13|5|21|25|17|96|N|-0.2367|-1672|143|6|a-|-1.1402|0.7683|3.8|||Nov 13, 1864 AD|1801|1900|1850| &lt; 0 |https://eclipse.gsfc.nasa.gov/LEcat5/LE1801-1900.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1801-1900/LE1864-11-13N.gif
9335|1865|4|11|4|38|10|-9|-69|P|0.1929|-1667|110|6|-t|-0.8856|1.2736|5.167|1.75||Apr 11, 1865 AD|1801|1900|1850|0.2499 to 0.0000|https://eclipse.gsfc.nasa.gov/LEcat5/LE1801-1900.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1801-1900/LE1865-04-11P.gif
9336|1865|10|4|10|40|1|5|17|P|0.3408|-1661|115|5|-a|0.8386|1.2973|4.45|2.017||Oct 4, 1865 AD|1801|1900|1850|0.4999 to 0.2500|https://eclipse.gsfc.nasa.gov/LEcat5/LE1801-1900.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1801-1900/LE1865-10-04P.gif
9337|1866|3|31|4|33|35|-4|-67|T-|1.5232|-1655|120|5|pp|-0.1614|2.6011|6.167|3.833|1.633|Mar 31, 1866 AD|1801|1900|1850| &gt;= 1|https://eclipse.gsfc.nasa.gov/LEcat5/LE1801-1900.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1801-1900/LE1866-03-31T.gif
9338|1866|9|24|2|7|14|1|146|T+|1.6071|-1649|125|4|-p|0.1412|2.5904|5.483|3.567|1.6|Sep 24, 1866 AD|1801|1900|1850| &gt;= 1|https://eclipse.gsfc.nasa.gov/LEcat5/LE1801-1900.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1801-1900/LE1866-09-24T.gif
9339|1867|3|20|8|49|1|1|-130|P|0.8038|-1643|130|4|a-|0.5656|1.8366|5.433|3.083||Mar 20, 1867 AD|1801|1900|1850|0.9999 to 0.7500|https://eclipse.gsfc.nasa.gov/LEcat5/LE1801-1900.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1801-1900/LE1867-03-20P.gif
9340|1867|9|14|12|26|27|-4|-7|P|0.6956|-1637|135|3|t-|-0.6239|1.7309|5.417|2.95||Sep 14, 1867 AD|1801|1900|1850|0.7499 to 0.5000|https://eclipse.gsfc.nasa.gov/LEcat5/LE1801-1900.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1801-1900/LE1867-09-14P.gif
9341|1868|2|8|9|49|41|14|-144|N|-0.7433|-1632|102|3|-a|-1.4252|0.2288|2.1|||Feb 8, 1868 AD|1801|1900|1850| &lt; 0 |https://eclipse.gsfc.nasa.gov/LEcat5/LE1801-1900.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1801-1900/LE1868-02-08N.gif
9342|1868|3|8|8|9|48|6|61|N|-0.3975|-1631|140|3|a-|1.2339|0.585|3.3|||Mar 8, 1868 AD|1801|1900|1850| &lt; 0 |https://eclipse.gsfc.nasa.gov/LEcat5/LE1801-1900.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1801-1900/LE1868-03-08N.gif
9343|1868|8|3|12|9|13|-16|179|N|-0.8825|-1626|107|2|-t|1.474|0.1894|2.217|||Aug 3, 1868 AD|1801|1900|1850| &lt; 0 |https://eclipse.gsfc.nasa.gov/LEcat5/LE1801-1900.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1801-1900/LE1868-08-03N.gif
9344|1868|9|2|3|41|27|-9|-55|N|-0.7499|-1625|145|2|t-|-1.4012|0.3242|2.85|||Sep 2, 1868 AD|1801|1900|1850| &lt; 0 |https://eclipse.gsfc.nasa.gov/LEcat5/LE1801-1900.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1801-1900/LE1868-09-02N.gif
9345|1869|1|28|1|38|27|17|-21|P|0.4507|-1620|112|2|-a|-0.7733|1.4272|4.65|2.283||Jan 28, 1869 AD|1801|1900|1850|0.4999 to 0.2500|https://eclipse.gsfc.nasa.gov/LEcat5/LE1801-1900.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1801-1900/LE1869-01-28P.gif
9346|1869|7|23|2|2|45|-19|151|P|0.5599|-1614|117|1|-t|0.6961|1.6017|5.383|2.75||Jul 23, 1869 AD|1801|1900|1850|0.7499 to 0.5000|https://eclipse.gsfc.nasa.gov/LEcat5/LE1801-1900.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1801-1900/LE1869-07-23P.gif
9347|1870|1|17|2|46|33|21|141|T-|1.6566|-1608|122|1|-p|-0.1037|2.6789|5.667|3.633|1.633|Jan 17, 1870 AD|1801|1900|1850| &gt;= 1|https://eclipse.gsfc.nasa.gov/LEcat5/LE1801-1900.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1801-1900/LE1870-01-17T.gif
9348|1870|7|12|10|34|23|-22|23|T-|1.6769|-1602|127|0|pp|-0.1023|2.6636|5.6|3.65|1.65|Jul 12, 1870 AD|1801|1900|1850| &gt;= 1|https://eclipse.gsfc.nasa.gov/LEcat5/LE1801-1900.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1801-1900/LE1870-07-12T.gif
9349|1871|1|6|9|16|40|23|42|P|0.6893|-1596|132|0|t-|0.6154|1.769|5.633|3||Jan 6, 1871 AD|1801|1900|1850|0.7499 to 0.5000|https://eclipse.gsfc.nasa.gov/LEcat5/LE1801-1900.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1801-1900/LE1871-01-06P.gif
9350|1871|7|2|1|27|48|-24|159|P|0.3432|-1590|137|-1|a-|-0.8401|1.2893|4.45|2.033||Jul 2, 1871 AD|1801|1900|1850|0.4999 to 0.2500|https://eclipse.gsfc.nasa.gov/LEcat5/LE1801-1900.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1801-1900/LE1871-07-02P.gif
9351|1871|12|26|9|19|33|25|40|N|-0.5995|-1584|142|-1|t-|1.3105|0.5068|3.55|||Dec 26, 1871 AD|1801|1900|1850| &lt; 0 |https://eclipse.gsfc.nasa.gov/LEcat5/LE1801-1900.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1801-1900/LE1871-12-26N.gif
9352|1872|5|22|11|18|24|-20|10|P|0.1151|-1579|109|-1|-a|0.9592|1.0801|4.267|1.233||May 22, 1872 AD|1801|1900|1850|0.2499 to 0.0000|https://eclipse.gsfc.nasa.gov/LEcat5/LE1801-1900.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1801-1900/LE1872-05-22P.gif
9353|1872|11|15|5|19|37|18|-83|P|0.0229|-1573|114|-2|-h|-0.9876|1.0691|4.583|0.583||Nov 15, 1872 AD|1801|1900|1850|0.2499 to 0.0000|https://eclipse.gsfc.nasa.gov/LEcat5/LE1801-1900.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1801-1900/LE1872-11-15P.gif
9354|1873|5|12|11|20|26|-18|-171|T+|1.4294|-1567|119|-2|-p|0.2284|2.4484|5.75|3.65|1.483|May 12, 1873 AD|1801|1900|1850| &gt;= 1|https://eclipse.gsfc.nasa.gov/LEcat5/LE1801-1900.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1801-1900/LE1873-05-12T.gif
9355|1873|11|4|3|51|3|15|118|T-|1.4217|-1561|124|-2|-p|-0.2408|2.4104|5.417|3.483|1.417|Nov 4, 1873 AD|1801|1900|1850| &gt;= 1|https://eclipse.gsfc.nasa.gov/LEcat5/LE1801-1900.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1801-1900/LE1873-11-04T.gif
9356|1874|5|1|4|3|17|-16|118|P|0.8282|-1555|129|-3|t-|-0.5426|1.8971|5.8|3.267||May 1, 1874 AD|1801|1900|1850|0.9999 to 0.7500|https://eclipse.gsfc.nasa.gov/LEcat5/LE1801-1900.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1801-1900/LE1874-05-01P.gif
9357|1874|10|25|7|16|22|12|-113|T|1.0497|-1549|134|-3|a-|0.451|2.0108|5.067|3.15|0.533|Oct 25, 1874 AD|1801|1900|1850| &gt;= 1|https://eclipse.gsfc.nasa.gov/LEcat5/LE1801-1900.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1801-1900/LE1874-10-25T.gif
9358|1875|4|20|4|15|23|-13|115|N|-0.5238|-1543|139|-3|t-|-1.277|0.554|3.667|||Apr 20, 1875 AD|1801|1900|1850| &lt; 0 |https://eclipse.gsfc.nasa.gov/LEcat5/LE1801-1900.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1801-1900/LE1875-04-20N.gif
9359|1875|9|15|12|57|27|-4|165|N|-0.8839|-1538|106|-4|-a|-1.4955|0.1115|1.55|||Sep 15, 1875 AD|1801|1900|1850| &lt; 0 |https://eclipse.gsfc.nasa.gov/LEcat5/LE1801-1900.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1801-1900/LE1875-09-15N.gif
9360|1875|10|14|11|2|55|9|10|N|-0.2558|-1537|144|-4|a-|1.1577|0.7228|3.617|||Oct 14, 1875 AD|1801|1900|1850| &lt; 0 |https://eclipse.gsfc.nasa.gov/LEcat5/LE1801-1900.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1801-1900/LE1875-10-14N.gif
9361|1876|3|10|6|21|31|5|-92|P|0.2937|-1532|111|-4|-a|0.8474|1.3124|4.8|1.983||Mar 10, 1876 AD|1801|1900|1850|0.4999 to 0.2500|https://eclipse.gsfc.nasa.gov/LEcat5/LE1801-1900.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1801-1900/LE1876-03-10P.gif
9362|1876|9|3|9|22|33|-8|39|P|0.3425|-1526|116|-4|-t|-0.813|1.3904|5.15|2.217||Sep 3, 1876 AD|1801|1900|1850|0.4999 to 0.2500|https://eclipse.gsfc.nasa.gov/LEcat5/LE1801-1900.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1801-1900/LE1876-09-03P.gif
9363|1877|2|27|7|15|38|8|74|T+|1.6644|-1520|121|-4|-p|0.1125|2.6386|5.367|3.517|1.6|Feb 27, 1877 AD|1801|1900|1850| &gt;= 1|https://eclipse.gsfc.nasa.gov/LEcat5/LE1801-1900.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1801-1900/LE1877-02-27T.gif
9364|1877|8|23|11|11|35|-11|13|T-|1.6849|-1514|126|-4|pp|-0.0739|2.7606|6.25|3.917|1.733|Aug 23, 1877 AD|1801|1900|1850| &gt;= 1|https://eclipse.gsfc.nasa.gov/LEcat5/LE1801-1900.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1801-1900/LE1877-08-23T.gif
9365|1878|2|17|11|11|5|11|-164|P|0.8338|-1508|131|-5|a-|-0.5667|1.8021|4.95|2.917||Feb 17, 1878 AD|1801|1900|1850|0.9999 to 0.7500|https://eclipse.gsfc.nasa.gov/LEcat5/LE1801-1900.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1801-1900/LE1878-02-17P.gif
9366|1878|8|13|12|8|23|-14|-1|P|0.5912|-1502|136|-5|t-|0.6756|1.6458|5.5|2.85||Aug 13, 1878 AD|1801|1900|1850|0.7499 to 0.5000|https://eclipse.gsfc.nasa.gov/LEcat5/LE1801-1900.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1801-1900/LE1878-08-13P.gif
9367|1879|1|8|12|4|10|24|-179|N|-0.9587|-1497|103|-5|-a|1.5243|0.0812|1.367|||Jan 8, 1879 AD|1801|1900|1850| &lt; 0 |https://eclipse.gsfc.nasa.gov/LEcat5/LE1801-1900.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1801-1900/LE1879-01-08N.gif
9368|1879|2|7|1|28|35|14|-19|N|-0.4956|-1496|141|-5|a-|-1.2809|0.5108|3.183|||Feb 7, 1879 AD|1801|1900|1850| &lt; 0 |https://eclipse.gsfc.nasa.gov/LEcat5/LE1801-1900.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1801-1900/LE1879-02-07N.gif
9369|1879|7|3|9|50|28|-24|34|N|-0.3618|-1491|108|-5|-a|-1.2172|0.6103|3.4|||Jul 3, 1879 AD|1801|1900|1850| &lt; 0 |https://eclipse.gsfc.nasa.gov/LEcat5/LE1801-1900.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1801-1900/LE1879-07-03N.gif
9370|1879|8|2|6|57|44|-17|-103|N|-0.6909|-1490|146|-5|a-|1.3889|0.3098|2.583|||Aug 2, 1879 AD|1801|1900|1850| &lt; 0 |https://eclipse.gsfc.nasa.gov/LEcat5/LE1801-1900.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1801-1900/LE1879-08-02N.gif
9371|1879|12|28|4|26|22|24|114|P|0.1664|-1485|113|-5|-t|0.8969|1.2587|5.117|1.617||Dec 28, 1879 AD|1801|1900|1850|0.2499 to 0.0000|https://eclipse.gsfc.nasa.gov/LEcat5/LE1801-1900.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1801-1900/LE1879-12-28P.gif
9372|1880|6|22|1|50|27|-24|153|T|1.0641|-1479|118|-5|-a|-0.4484|2.0057|5.05|3.167|0.617|Jun 22, 1880 AD|1801|1900|1850| &gt;= 1|https://eclipse.gsfc.nasa.gov/LEcat5/LE1801-1900.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1801-1900/LE1880-06-22T.gif
9373|1880|12|16|3|39|3|24|124|T+|1.3914|-1473|123|-5|pp|0.2263|2.4949|6.233|3.8|1.483|Dec 16, 1880 AD|1801|1900|1850| &gt;= 1|https://eclipse.gsfc.nasa.gov/LEcat5/LE1801-1900.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1801-1900/LE1880-12-16T.gif
9374|1881|6|12|6|53|44|-23|-104|T|1.3488|-1467|128|-5|p-|0.2898|2.3031|5.267|3.417|1.317|Jun 12, 1881 AD|1801|1900|1850| &gt;= 1|https://eclipse.gsfc.nasa.gov/LEcat5/LE1801-1900.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1801-1900/LE1881-06-12T.gif
9375|1881|12|5|5|8|33|22|101|P|0.9751|-1461|133|-5|a-|-0.464|2.0386|5.733|3.35||Dec 5, 1881 AD|1801|1900|1850|0.9999 to 0.7500|https://eclipse.gsfc.nasa.gov/LEcat5/LE1801-1900.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1801-1900/LE1881-12-05P.gif
9376|1882|6|1|8|21|58|-21|54|N|-0.1311|-1455|138|-5|t-|1.0832|0.8717|4.1|||Jun 1, 1882 AD|1801|1900|1850| &lt; 0 |https://eclipse.gsfc.nasa.gov/LEcat5/LE1801-1900.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1801-1900/LE1882-06-01N.gif
9377|1882|11|25|1|51|1|20|-31|N|-0.2071|-1449|143|-6|a-|-1.1243|0.7972|3.85|||Nov 25, 1882 AD|1801|1900|1850| &lt; 0 |https://eclipse.gsfc.nasa.gov/LEcat5/LE1801-1900.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1801-1900/LE1882-11-25N.gif
9378|1883|4|22|11|38|29|-13|-175|P|0.0853|-1444|110|-6|-t|-0.9448|1.1639|5|1.183||Apr 22, 1883 AD|1801|1900|1850|0.2499 to 0.0000|https://eclipse.gsfc.nasa.gov/LEcat5/LE1801-1900.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1801-1900/LE1883-04-22P.gif
9379|1883|10|16|6|54|15|10|-107|P|0.2757|-1438|115|-6|-a|0.8732|1.2355|4.383|1.833||Oct 16, 1883 AD|1801|1900|1850|0.4999 to 0.2500|https://eclipse.gsfc.nasa.gov/LEcat5/LE1801-1900.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1801-1900/LE1883-10-16P.gif
9380|1884|4|10|11|46|34|-8|-176|T-|1.4337|-1432|120|-6|pp|-0.2116|2.5064|6.117|3.8|1.533|Apr 10, 1884 AD|1801|1900|1850| &gt;= 1|https://eclipse.gsfc.nasa.gov/LEcat5/LE1801-1900.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1801-1900/LE1884-04-10T.gif
9381|1884|10|4|10|1|55|5|27|T+|1.526|-1426|125|-6|-p|0.1839|2.5151|5.483|3.55|1.533|Oct 4, 1884 AD|1801|1900|1850| &gt;= 1|https://eclipse.gsfc.nasa.gov/LEcat5/LE1801-1900.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1801-1900/LE1884-10-04T.gif
9382|1885|3|30|4|34|7|-4|113|P|0.8802|-1420|130|-6|a-|0.5257|1.9066|5.467|3.183||Mar 30, 1885 AD|1801|1900|1850|0.9999 to 0.7500|https://eclipse.gsfc.nasa.gov/LEcat5/LE1801-1900.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1801-1900/LE1885-03-30P.gif
9383|1885|9|24|7|48|12|0|-119|P|0.7867|-1414|135|-6|t-|-0.5725|1.8284|5.533|3.1||Sep 24, 1885 AD|1801|1900|1850|0.9999 to 0.7500|https://eclipse.gsfc.nasa.gov/LEcat5/LE1801-1900.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1801-1900/LE1885-09-24P.gif
9384|1886|2|18|6|29|1|10|86|N|-0.7627|-1409|102|-6|-a|-1.4365|0.2064|1.983|||Feb 18, 1886 AD|1801|1900|1850| &lt; 0 |https://eclipse.gsfc.nasa.gov/LEcat5/LE1801-1900.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1801-1900/LE1886-02-18N.gif
9385|1886|3|20|4|24|16|1|-64|N|-0.3381|-1408|140|-6|a-|1.2029|0.6393|3.433|||Mar 20, 1886 AD|1801|1900|1850| &lt; 0 |https://eclipse.gsfc.nasa.gov/LEcat5/LE1801-1900.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1801-1900/LE1886-03-20N.gif
9386|1886|8|14|6|42|4|-13|80|Ne|-1.0246|-1403|107|-6|-t|1.5511|0.0489|1.133|||Aug 14, 1886 AD|1801|1900|1850| &lt; 0 |https://eclipse.gsfc.nasa.gov/LEcat5/LE1801-1900.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1801-1900/LE1886-08-14N.gif
9387|1886|9|13|10|34|41|-5|-159|N|-0.6392|-1402|145|-6|t-|-1.3398|0.439|3.3|||Sep 13, 1886 AD|1801|1900|1850| &lt; 0 |https://eclipse.gsfc.nasa.gov/LEcat5/LE1801-1900.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1801-1900/LE1886-09-13N.gif
9388|1887|2|8|10|22|4|14|-152|P|0.4317|-1397|112|-6|-a|-0.7836|1.4081|4.633|2.25||Feb 8, 1887 AD|1801|1900|1850|0.4999 to 0.2500|https://eclipse.gsfc.nasa.gov/LEcat5/LE1801-1900.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1801-1900/LE1887-02-08P.gif
9389|1887|8|3|8|48|53|-17|49|P|0.4194|-1391|117|-6|-t|0.7732|1.4595|5.217|2.433||Aug 3, 1887 AD|1801|1900|1850|0.4999 to 0.2500|https://eclipse.gsfc.nasa.gov/LEcat5/LE1801-1900.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1801-1900/LE1887-08-03P.gif
9390|1888|1|28|11|20|1|18|13|T-|1.6452|-1385|122|-6|-p|-0.1095|2.6692|5.683|3.65|1.633|Jan 28, 1888 AD|1801|1900|1850| &gt;= 1|https://eclipse.gsfc.nasa.gov/LEcat5/LE1801-1900.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1801-1900/LE1888-01-28T.gif
9391|1888|7|23|5|44|47|-20|-85|T-|1.8189|-1379|127|-6|pp|-0.0256|2.803|5.583|3.65|1.683|Jul 23, 1888 AD|1801|1900|1850| &gt;= 1|https://eclipse.gsfc.nasa.gov/LEcat5/LE1801-1900.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1801-1900/LE1888-07-23T.gif
9392|1889|1|17|5|29|39|21|-80|P|0.6972|-1373|132|-6|t-|0.6106|1.7788|5.65|3.017||Jan 17, 1889 AD|1801|1900|1850|0.7499 to 0.5000|https://eclipse.gsfc.nasa.gov/LEcat5/LE1801-1900.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1801-1900/LE1889-01-17P.gif
9393|1889|7|12|8|53|52|-23|48|P|0.4807|-1367|137|-6|a-|-0.7654|1.4257|4.6|2.35||Jul 12, 1889 AD|1801|1900|1850|0.4999 to 0.2500|https://eclipse.gsfc.nasa.gov/LEcat5/LE1801-1900.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1801-1900/LE1889-07-12P.gif
9394|1890|1|6|5|21|26|24|-79|N|-0.5854|-1361|142|-6|t-|1.3029|0.5209|3.6|||Jan 6, 1890 AD|1801|1900|1850| &lt; 0 |https://eclipse.gsfc.nasa.gov/LEcat5/LE1801-1900.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1801-1900/LE1890-01-06N.gif
9395|1890|6|3|6|44|42|-21|-101|N|-0.0168|-1356|109|-6|-a|1.0309|0.9492|4.067|||Jun 3, 1890 AD|1801|1900|1850| &lt; 0 |https://eclipse.gsfc.nasa.gov/LEcat5/LE1801-1900.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1801-1900/LE1890-06-03N.gif
9396|1890|7|2|2|8|36|-25|149|N|-0.8445|-1355|147|-6|a-|-1.4871|0.1025|1.417|||Jul 2, 1890 AD|1801|1900|1850| &lt; 0 |https://eclipse.gsfc.nasa.gov/LEcat5/LE1801-1900.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1801-1900/LE1890-07-02N.gif
9397|1890|11|26|1|33|48|20|154|P|0.0017|-1350|114|-6|-h|-0.9994|1.047|4.517|0.15||Nov 26, 1890 AD|1801|1900|1850|0.2499 to 0.0000|https://eclipse.gsfc.nasa.gov/LEcat5/LE1801-1900.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1801-1900/LE1890-11-26P.gif
9398|1891|5|23|6|29|11|-20|82|T|1.2996|-1344|119|-6|-a|0.2988|2.3199|5.733|3.583|1.317|May 23, 1891 AD|1801|1900|1850| &gt;= 1|https://eclipse.gsfc.nasa.gov/LEcat5/LE1801-1900.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1801-1900/LE1891-05-23T.gif
9399|1891|11|16|12|18|46|18|-8|T-|1.388|-1338|124|-6|-p|-0.2592|2.3766|5.4|3.45|1.383|Nov 16, 1891 AD|1801|1900|1850| &gt;= 1|https://eclipse.gsfc.nasa.gov/LEcat5/LE1801-1900.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1801-1900/LE1891-11-16T.gif
9400|1892|5|11|10|53|20|-19|16|P|0.9555|-1332|129|-6|t-|-0.4734|2.0236|5.9|3.433||May 11, 1892 AD|1801|1900|1850|0.9999 to 0.7500|https://eclipse.gsfc.nasa.gov/LEcat5/LE1801-1900.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1801-1900/LE1892-05-11P.gif
9401|1892|11|4|3|44|53|16|119|T|1.093|-1326|134|-6|p-|0.4267|2.0565|5.1|3.183|0.733|Nov 4, 1892 AD|1801|1900|1850| &gt;= 1|https://eclipse.gsfc.nasa.gov/LEcat5/LE1801-1900.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1801-1900/LE1892-11-04T.gif
9402|1893|4|30|11|8|58|-16|12|N|-0.4023|-1320|139|-6|t-|-1.2119|0.6713|3.983|||Apr 30, 1893 AD|1801|1900|1850| &lt; 0 |https://eclipse.gsfc.nasa.gov/LEcat5/LE1801-1900.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1801-1900/LE1893-04-30N.gif
9403|1893|9|25|8|39|0|0|49|Ne|-0.9825|-1315|106|-6|-a|-1.5476|0.019|0.633|||Sep 25, 1893 AD|1801|1900|1850| &lt; 0 |https://eclipse.gsfc.nasa.gov/LEcat5/LE1801-1900.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1801-1900/LE1893-09-25N.gif
9404|1893|10|25|7|16|16|13|-114|N|-0.2084|-1314|144|-6|a-|1.1305|0.7753|3.75|||Oct 25, 1893 AD|1801|1900|1850| &lt; 0 |https://eclipse.gsfc.nasa.gov/LEcat5/LE1801-1900.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1801-1900/LE1893-10-25N.gif
9405|1894|3|21|2|20|27|0|147|P|0.2424|-1309|111|-6|-h|0.877|1.2549|4.7|1.817||Mar 21, 1894 AD|1801|1900|1850|0.2499 to 0.0000|https://eclipse.gsfc.nasa.gov/LEcat5/LE1801-1900.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1801-1900/LE1894-03-21P.gif
9406|1894|9|15|4|31|25|-4|-69|P|0.2261|-1303|116|-6|-t|-0.8748|1.2797|5.017|1.833||Sep 15, 1894 AD|1801|1900|1850|0.2499 to 0.0000|https://eclipse.gsfc.nasa.gov/LEcat5/LE1801-1900.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1801-1900/LE1894-09-15P.gif
